# id	buy_limit	guide_price	name  (OSRS wiki prices API + Module:GELimits)
11414	70	18420	Rune hasta(p)
11417	70	19750	Rune hasta(p+)
11419	70	12671	Rune hasta(p++)
11429	2000	25	Attack mix(2)
11431	2000	5086	Attack mix(1)
11433	2000	245	Antipoison mix(2)
11435	2000	296	Antipoison mix(1)
11437	2000	335	Relicym's mix(2)
11439	2000	37633	Relicym's mix(1)
11441	2000	145	Strength mix(1)
11443	2000	20	Strength mix(2)
11445	2000	100	Combat mix(2)
11447	2000	240	Combat mix(1)
11449	2000	55	Restore mix(2)
11451	2000	82	Restore mix(1)
11453	2000	54	Energy mix(2)
11455	2000	290	Energy mix(1)
11457	2000	28063	Defence mix(2)
11459	2000	247512	Defence mix(1)
11461	2000	260	Agility mix(2)
11463	2000	473	Agility mix(1)
11465	2000	4105	Prayer mix(2)
11467	2000	1756	Prayer mix(1)
11469	2000	165	Superattack mix(2)
11471	2000	16	Superattack mix(1)
11473	2000	539	Anti-poison supermix(2)
11475	2000	456	Anti-poison supermix(1)
11477	2000	81	Fishing mix(2)
11479	2000	77	Fishing mix(1)
11481	2000	125	Super energy mix(2)
11483	2000	998	Super energy mix(1)
11485	2000	744	Super str. mix(2)
11487	2000	251	Super str. mix(1)
11489	2000	193916	Magic essence mix(2)
11491	2000	10	Magic essence mix(1)
11493	2000	3837	Super restore mix(2)
11495	2000	1640	Super restore mix(1)
11497	2000	541	Super def. mix(2)
11499	2000	200	Super def. mix(1)
11501	2000	599	Antidote+ mix(2)
11503	2000	100981	Antidote+ mix(1)
11505	2000	82	Antifire mix(2)
11507	2000	126	Antifire mix(1)
11509	2000	666	Ranging mix(2)
11511	2000	448	Ranging mix(1)
11513	2000	34	Magic mix(2)
11515	2000	199	Magic mix(1)
11517	2000	182	Hunting mix(2)
11519	2000	171	Hunting mix(1)
11521	2000	300	Zamorak mix(2)
11523	2000	89	Zamorak mix(1)
11785	8	35207549	Armadyl crossbow
11787	8	51778	Steam battlestaff
11789	8	66179	Mystic steam staff
11791	8	5362366	Staff of the Dead
11798	10000	492489	Godsword blade
11802	8	7677363	Armadyl godsword
11804	8	17889467	Bandos godsword
11806	8	25408772	Saradomin godsword
11808	8	20060971	Zamorak godsword
11810	10000	6886985	Armadyl hilt
11812	10000	17305000	Bandos hilt
11814	10000	24227780	Saradomin hilt
11816	10000	18967500	Zamorak hilt
11818	11000	155227	Godsword shard 1
11820	11000	155374	Godsword shard 2
11822	11000	158473	Godsword shard 3
11824	8	1254481	Zamorakian spear
11826	8	9090924	Armadyl helmet
11828	8	36215572	Armadyl chestplate
11830	8	26962102	Armadyl chainskirt
11832	8	23475000	Bandos chestplate
11834	8	15761617	Bandos tassets
11836	8	749223	Bandos boots
11838	8	121809	Saradomin sword
11840	70	207537	Dragon boots
11874	7000	56	Broad arrowheads
11875	7000	53	Broad bolts
11876	7000	64	Unfinished broad bolts
11889	8	1480520	Zamorakian hasta
11902	70	39733	Leaf-bladed sword
11905	8	897135	Trident of the Seas (full)
11908	8	44675	Uncharged trident
11920	40	608736	Dragon pickaxe
11924	8	1909188	Malediction ward
11926	8	2810859	Odium ward
11928	10000	1703000	Odium shard 1
11929	10000	493239	Odium shard 2
11930	10000	235511	Odium shard 3
11931	10000	1113000	Malediction shard 1
11932	10000	392500	Malediction shard 2
11933	10000	166022	Malediction shard 3
11934	15000	1028	Raw dark crab
11936	10000	1375	Dark crab
11940	8000	4	Dark fishing bait
11943	7500	5909	Lava dragon bones
11951	2000	281	Extended antifire(4)
11953	2000	185	Extended antifire(3)
11955	2000	200	Extended antifire(2)
11957	2000	169	Extended antifire(1)
11959	11000	3122	Black chinchompa
11960	2000	215	Extended antifire mix(2)
11962	2000	191	Extended antifire mix(1)
11964	5	60686	Amulet of glory (t6)
11968	10000	11781	Skills necklace(6)
11972	10000	12224	Combat bracelet(6)
11978	10000	10117	Amulet of glory(6)
11980	10000	13254	Ring of wealth (5)
11990	4	5481	Fedora
11992	11000	417	Lava scale
11994	11000	88	Lava scale shard
11998	8	1894986	Smoke battlestaff
12000	8	1966519	Mystic smoke staff
12002	8	416996	Occult necklace
12004	70	259087	Kraken tentacle
12007	4	40466	Jar of Dirt
12193	8	28711	Ancient robe top
12195	8	19950	Ancient robe legs
12197	8	13192	Ancient cloak
12199	8	7150	Ancient crozier
12201	8	2519	Ancient stole
12203	8	13417	Ancient mitre
12205	4	25978	Bronze platebody (g)
12207	4	5049	Bronze platelegs (g)
12209	4	1650	Bronze plateskirt (g)
12211	4	43385	Bronze full helm (g)
12213	4	28479	Bronze kiteshield (g)
12215	4	2665	Bronze platebody (t)
12217	4	1604	Bronze platelegs (t)
12219	4	2681	Bronze plateskirt (t)
12221	4	4205	Bronze full helm (t)
12223	4	26976	Bronze kiteshield (t)
12225	4	31388	Iron platebody (t)
12227	4	4837	Iron platelegs (t)
12229	4	1129	Iron plateskirt (t)
12231	4	30844	Iron full helm (t)
12233	4	11575	Iron kiteshield (t)
12235	4	111900	Iron platebody (g)
12237	4	45301	Iron platelegs (g)
12239	4	6040	Iron plateskirt (g)
12241	4	105200	Iron full helm (g)
12243	4	43250	Iron kiteshield (g)
12245	4	8144	Beanie
12247	4	4198	Red beret
12249	4	4576	Imp mask
12251	4	34894	Goblin mask
12253	8	28446	Armadyl robe top
12255	8	20993	Armadyl robe legs
12257	8	2538	Armadyl stole
12259	8	10002	Armadyl mitre
12261	8	9129	Armadyl cloak
12263	8	3184	Armadyl crozier
12265	8	34408	Bandos robe top
12267	8	15499	Bandos robe legs
12269	8	2187	Bandos stole
12271	8	12206	Bandos mitre
12273	8	43908	Bandos cloak
12275	8	3326	Bandos crozier
12277	8	4202	Mithril platebody (g)
12279	8	2565	Mithril platelegs (g)
12281	8	6289	Mithril kiteshield (g)
12283	8	4383	Mithril full helm (g)
12285	8	2028	Mithril plateskirt (g)
12287	8	6376	Mithril platebody (t)
12289	8	3508	Mithril platelegs (t)
12291	8	2237	Mithril kiteshield (t)
12293	8	4030	Mithril full helm (t)
12295	8	2586	Mithril plateskirt (t)
12297	4	1805	Black pickaxe
12299	4	545	White headband
12301	4	3650	Blue headband
12303	4	460	Gold headband
12305	4	5538	Pink headband
12307	4	583	Green headband
12309	4	4145	Pink boater
12311	4	1670	Purple boater
12313	4	1102	White boater
12315	4	10739	Pink elegant shirt
12317	4	1533	Pink elegant legs
12319	4	2216	Crier hat
12321	4	2278	White cavalier
12323	4	6027	Red cavalier
12325	4	1895	Navy cavalier
12327	8	5923	Red d'hide body (g)
12329	8	4592	Red d'hide chaps (g)
12331	8	5928	Red d'hide body (t)
12333	8	2770	Red d'hide chaps (t)
12335	4	120607	Briefcase
12337	4	371498	Sagacious spectacles
12339	4	1593	Pink elegant blouse
12341	4	2269	Pink elegant skirt
12343	4	2530	Gold elegant blouse
12345	4	1127	Gold elegant skirt
12347	4	1472	Gold elegant shirt
12349	4	429	Gold elegant legs
12351	4	40949	Musketeer hat
12353	4	2416	Monocle
12355	4	62935	Big pirate hat
12357	8	32740	Katana
12359	4	5184	Leprechaun hat
12361	4	14744	Cat mask
12363	4	5920	Bronze dragon mask
12365	4	5664	Iron dragon mask
12367	4	4610	Steel dragon mask
12369	4	4379	Mithril dragon mask
12371	4	814774	Lava dragon mask
12373	4	27685	Dragon cane
12375	4	2544	Black cane
12377	4	232	Adamant cane
12379	4	7671	Rune cane
12381	8	15647	Black d'hide body (g)
12383	8	65143	Black d'hide chaps (g)
12385	8	12226	Black d'hide body (t)
12387	8	39011	Black d'hide chaps (t)
12389	8	11911678	Gilded scimitar
12391	8	977612	Gilded boots
12393	4	208	Royal gown top
12395	4	4759	Royal gown bottom
12397	4	110838	Royal crown
12399	4	428761	Partyhat & specs
12402	10000	14279	Nardah teleport
12403	10000	4745	Digsite teleport
12404	10000	927	Feldip hills teleport
12405	10000	2634	Lunar isle teleport
12406	10000	13954	Mort'ton teleport
12407	10000	406	Pest control teleport
12408	10000	2988	Piscatoris teleport
12409	10000	3893	Tai bwo wannai teleport
12410	10000	6079	Iorwerth camp teleport
12411	10000	925	Mos le'harmless teleport
12412	150	107000	Pirate hat & patch
12422	8	255005000	3rd Age wand
12424	8	984000000	3rd Age bow
12426	8	940999999	3rd Age longsword
12428	4	34746	Penguin mask
12430	4	20398	Afro
12432	4	105408	Top hat
12434	4	103971	Top hat & monocle
12437	8	280000000	3rd Age cloak
12439	4	16604	Royal sceptre
12441	4	11092	Musketeer tabard
12443	4	5894	Musketeer pants
12445	4	25975	Black skirt (g)
12447	4	12750	Black skirt (t)
12449	4	170853	Black wizard robe (g)
12451	4	58367	Black wizard robe (t)
12453	4	192457	Black wizard hat (g)
12455	4	87170	Black wizard hat (t)
12460	8	40409	Ancient platebody
12462	8	39769	Ancient platelegs
12464	8	37118	Ancient plateskirt
12466	8	21207	Ancient full helm
12468	8	32375	Ancient kiteshield
12470	8	42409	Armadyl platebody
12472	8	37432	Armadyl platelegs
12474	8	37565	Armadyl plateskirt
12476	8	21548	Armadyl full helm
12478	8	32534	Armadyl kiteshield
12480	8	61256	Bandos platebody
12482	8	37681	Bandos platelegs
12484	8	37667	Bandos plateskirt
12486	8	23526	Bandos full helm
12488	8	32317	Bandos kiteshield
12490	8	16240	Ancient bracers
12492	8	90712	Ancient d'hide body
12494	8	108578	Ancient chaps
12496	8	49428	Ancient coif
12498	8	11702	Bandos bracers
12500	8	74938	Bandos d'hide body
12502	8	115500	Bandos chaps
12504	8	42242	Bandos coif
12506	8	37576	Armadyl bracers
12508	8	87006	Armadyl d'hide body
12510	8	148482	Armadyl chaps
12512	8	46796	Armadyl coif
12514	4	2361	Explorer backpack
12516	4	637	Pith helmet
12518	4	6519	Green dragon mask
12520	4	5066	Blue dragon mask
12522	4	2591	Red dragon mask
12524	4	45005	Black dragon mask
12526	4	237912	Fury ornament kit
12528	4	10398	Dark infinity colour kit
12530	4	4525	Light infinity colour kit
12532	4	7221	Dragon sq shield ornament kit
12534	4	45607	Dragon chainbody ornament kit
12536	4	2875	Dragon legs/skirt ornament kit
12538	4	15491	Dragon full helm ornament kit
12540	4	20890	Deerstalker
12596	4	2113895	Rangers' tunic
12598	4	850301	Holy sandals
12601	8	961578	Ring of the gods
12603	8	196520	Tyrannical ring
12605	8	91083	Treasonous ring
12613	5	901	Bandos page 1
12614	5	841	Bandos page 2
12615	5	900	Bandos page 3
12616	5	987	Bandos page 4
12617	5	3807	Armadyl page 1
12618	5	3884	Armadyl page 2
12619	5	2654	Armadyl page 3
12620	5	2174	Armadyl page 4
12621	5	1742	Ancient page 1
12622	5	1524	Ancient page 2
12623	5	1902	Ancient page 3
12624	5	1319	Ancient page 4
12625	2000	3982	Stamina potion(4)
12627	2000	3074	Stamina potion(3)
12629	2000	1986	Stamina potion(2)
12631	2000	999	Stamina potion(1)
12633	2000	1276	Stamina mix(2)
12635	2000	1405	Stamina mix(1)
12640	11000	521	Amylase crystal
12642	15000	4907	Lumberyard teleport
12695	2000	12157	Super combat potion(4)
12697	2000	9303	Super combat potion(3)
12699	2000	6265	Super combat potion(2)
12701	2000	3214	Super combat potion(1)
12746	0	50000	Archaic emblem (tier 1)
12751	0	50004	Archaic emblem (tier 5)
12757	4	260878	Blue dark bow paint
12759	4	229507	Green dark bow paint
12761	4	97451	Yellow dark bow paint
12763	4	879766	White dark bow paint
12769	4	1101000	Frozen whip mix
12771	4	1174620	Volcanic whip mix
12775	10000	3127	Annakarl teleport (tablet)
12776	10000	1692	Carrallanger teleport (tablet)
12777	10000	1604	Dareeyak teleport (tablet)
12778	10000	2335	Ghorrock teleport (tablet)
12779	10000	1942	Kharyrll teleport (tablet)
12780	10000	1771	Lassar teleport (tablet)
12781	10000	140	Paddewwa teleport (tablet)
12782	10000	1874	Senntisten teleport (tablet)
12783	10000	2947	Ring of wealth scroll
12786	10000	44216	Magic shortbow scroll
12789	50	189730	Clue box
12798	50	575167	Steam staff upgrade kit
12800	50	647927	Dragon pickaxe upgrade kit
12802	50	894160	Ward upgrade kit
12804	50	4892097	Saradomin's tear
12817	8	500790461	Elysian spirit shield
12819	5	495683499	Elysian sigil
12821	8	25205134	Spectral spirit shield
12823	5	23584578	Spectral sigil
12825	8	135440010	Arcane spirit shield
12827	5	136585987	Arcane sigil
12829	8	92962	Spirit shield
12831	8	990049	Blessed spirit shield
12833	5	880416	Holy elixir
12846	5	7175000	Target teleport scroll
12849	50	926766	Granite clamp
12851	8	33931	Amulet of the Damned (full)
12863	40	762310	Dwarf cannon set
12865	125	8088	Green dragonhide set
12867	125	10724	Blue dragonhide set
12869	70	17787	Red dragonhide set
12871	70	14808	Black dragonhide set
12873	8	716575	Guthan's armour set
12875	8	842132	Verac's armour set
12877	8	3996692	Dharok's armour set
12879	8	1092247	Torag's armour set
12881	8	3550526	Ahrim's armour set
12883	8	1490164	Karil's armour set
12885	5	673003	Jar of Sand
12900	8	3173307	Uncharged toxic trident
12902	8	8410918	Toxic staff (uncharged)
12905	2000	10328	Anti-venom(4)
12907	2000	7947	Anti-venom(3)
12909	2000	5625	Anti-venom(2)
12911	2000	2565	Anti-venom(1)
12913	2000	14417	Anti-venom+(4)
12915	2000	11393	Anti-venom+(3)
12917	2000	8728	Anti-venom+(2)
12919	2000	3146	Anti-venom+(1)
12922	5	9526055	Tanzanite fang
12924	8	9662270	Toxic blowpipe (empty)
12927	5	3070429	Serpentine visage
12929	8	3153989	Serpentine helm (uncharged)
12932	5	3160832	Magic fang
12934	30000	156	Zulrah's scales
12936	4	45337	Jar of Swamp
12938	10000	12568	Zul-andra teleport
12960	8	357	Bronze set (lg)
12962	8	472	Bronze set (sk)
12964	8	37363	Bronze trimmed set (lg)
12966	8	35000	Bronze trimmed set (sk)
12968	8	116516	Bronze gold-trimmed set (lg)
12970	8	147361	Bronze gold-trimmed set (sk)
12972	8	475	Iron set (lg)
12974	8	500	Iron set (sk)
12976	8	85132	Iron trimmed set (lg)
12978	8	97117	Iron trimmed set (sk)
12980	8	350542	Iron gold-trimmed set (lg)
12982	8	342937	Iron gold-trimmed set (sk)
12984	8	1671	Steel set (lg)
12986	8	2826	Steel set (sk)
12988	8	5608	Black set (lg)
12990	8	7233	Black set (sk)
12992	8	68833	Black trimmed set (lg)
12994	8	90683	Black trimmed set (sk)
12996	8	338790	Black gold-trimmed set (lg)
12998	8	283906	Black gold-trimmed set (sk)
13000	8	4650	Mithril set (lg)
13002	8	7569	Mithril set (sk)
13004	8	25193	Mithril trimmed set (lg)
13006	8	22929	Mithril trimmed set (sk)
13008	8	21588	Mithril gold-trimmed set (lg)
13010	8	31301	Mithril gold-trimmed set (sk)
13012	8	17225	Adamant set (lg)
13014	8	19333	Adamant set (sk)
13016	8	47541	Adamant trimmed set (lg)
13018	8	32500	Adamant trimmed set (sk)
13020	8	63996	Adamant gold-trimmed set (lg)
13022	8	47730	Adamant gold-trimmed set (sk)
13024	8	131948	Rune armour set (lg)
13026	8	142599	Rune armour set (sk)
13028	8	132600	Rune trimmed set (lg)
13030	8	149925	Rune trimmed set (sk)
13032	8	252647	Rune gold-trimmed set (lg)
13034	8	248395	Rune gold-trimmed set (sk)
13036	8	30282496	Gilded armour set (lg)
13038	8	25651237	Gilded armour set (sk)
13040	8	226688	Saradomin armour set (lg)
13042	8	254105	Saradomin armour set (sk)
13044	8	596263	Zamorak armour set (lg)
13046	8	580369	Zamorak armour set (sk)
13048	8	140356	Guthix armour set (lg)
13050	8	154694	Guthix armour set (sk)
13052	8	143000	Armadyl rune armour set (lg)
13054	8	131997	Armadyl rune armour set (sk)
13056	8	179381	Bandos rune armour set (lg)
13058	8	175000	Bandos rune armour set (sk)
13060	8	162537	Ancient rune armour set (lg)
13062	8	164403	Ancient rune armour set (sk)
13064	2000	355	Combat potion set
13066	2000	9216	Super potion set
13149	5	13876	Holy book page set
13151	5	27572	Unholy book page set
13153	5	13085	Book of Balance page set
13155	5	11933	Book of War page set
13157	5	22292	Book of Law page set
13159	5	16593	Book of Darkness page set
13161	8	420326	Zamorak dragonhide set
13163	8	304944	Saradomin dragonhide set
13165	8	306694	Guthix dragonhide set
13167	8	289060	Bandos dragonhide set
13169	8	314068	Armadyl dragonhide set
13171	8	307499	Ancient dragonhide set
13173	5	110756	Partyhat set
13175	5	30301	Halloween mask set
13190	100	11106256	Old school bond
13227	15	3067165	Eternal crystal
13229	15	105005	Pegasian crystal
13231	15	18200161	Primordial crystal
13233	5	3685036	Smouldering stone
13235	15	4101276	Eternal boots
13237	15	35360575	Pegasian boots
13239	15	18571694	Primordial boots
13245	4	49371	Jar of Souls
13249	0	25306	Key master teleport
13256	5	58000	Saradomin's light
13263	8	17301723	Abyssal bludgeon
13265	8	1002199	Abyssal dagger
13267	8	1084853	Abyssal dagger (p)
13269	8	1055802	Abyssal dagger (p+)
13271	8	1025254	Abyssal dagger (p++)
13277	4	28199	Jar of Miasma
13383	13000	1528	Xerician fabric
13385	125	5550	Xerician hat
13387	125	6919	Xerician top
13389	125	7317	Xerician robe
13391	13000	10	Lizardman fang
13421	13000	5	Saltpetre
13431	8000	101	Sandworms
13439	15000	1582	Raw anglerfish
13441	10000	1774	Anglerfish
13448	3000	230	Ensouled goblin head
13451	3000	563	Ensouled monkey head
13454	3000	1307	Ensouled imp head
13457	3000	643	Ensouled minotaur head
13460	3000	556	Ensouled scorpion head
13463	3000	544	Ensouled bear head
13466	3000	800	Ensouled unicorn head
13469	3000	2151	Ensouled dog head
13472	3000	318	Ensouled chaos druid head
13475	3000	483	Ensouled giant head
13478	3000	725	Ensouled ogre head
13481	7500	1041	Ensouled elf head
13484	7500	1665	Ensouled troll head
13487	7500	2859	Ensouled horror head
13490	7500	969	Ensouled kalphite head
13493	7500	1220	Ensouled dagannoth head
13496	3000	1800	Ensouled bloodveld head
13499	3000	2378	Ensouled tzhaar head
13502	7500	3902	Ensouled demon head
13505	7500	2198	Ensouled aviansie head
13508	3000	2760	Ensouled abyssal head
13511	7500	5857	Ensouled dragon head
13573	13000	175	Dynamite
13576	8	16017315	Dragon warhammer
13652	8	38753326	Dragon claws
13657	200	4822	Grape seed
13658	500	245	Teleport card
19478	8	619096	Light ballista
19481	8	956554	Heavy ballista
19484	11000	565	Dragon javelin
19486	11000	816	Dragon javelin(p)
19488	11000	870	Dragon javelin(p+)
19490	11000	1157	Dragon javelin(p++)
19493	11000	19499500	Zenyte
19496	10000	20148495	Uncut zenyte
19501	10000	15847465	Zenyte amulet (u)
19529	11000	16915833	Zenyte shard
19532	8	20066666	Zenyte bracelet
19535	8	20604993	Zenyte necklace
19538	8	20622221	Zenyte ring
19541	8	19498962	Zenyte amulet
19544	8	20230985	Tormented bracelet
19547	8	19973276	Necklace of anguish
19550	8	20041677	Ring of suffering
19553	8	19905527	Amulet of torture
19570	10000	24	Bronze javelin tips
19572	10000	102	Iron javelin tips
19574	10000	96	Steel javelin tips
19576	10000	182	Mithril javelin tips
19578	10000	393	Adamant javelin tips
19580	10000	371	Rune javelin tips
19582	10000	705	Dragon javelin tips
19584	7000	1	Javelin shaft
19586	8	28953	Light frame
19589	8	306147	Heavy frame
19592	8	30451	Ballista limbs
19595	8	53788	Incomplete light ballista
19598	8	400000	Incomplete heavy ballista
19601	8	28870	Ballista spring
19604	8	73410	Unstrung light ballista
19607	8	424998	Unstrung heavy ballista
19610	8	519000	Monkey tail
19613	10000	2176	Arceuus library teleport (tablet)
19615	10000	2350	Draynor manor teleport (tablet)
19617	10000	2372	Mind altar teleport (tablet)
19619	10000	2811	Salve graveyard teleport (tablet)
19621	15000	2657	Fenkenstrain's castle teleport (tablet)
19623	10000	3560	West ardougne teleport (tablet)
19625	10000	3042	Harmony island teleport (tablet)
19627	10000	2912	Cemetery teleport (tablet)
19629	10000	4117	Barrows teleport (tablet)
19631	10000	4625	Ape atoll teleport (tablet)
19653	100	769	Golovanova fruit top
19656	13000	1946	Uncooked botanical pie
19662	10000	711	Botanical pie
19665	13000	118	Damaged monkey tail
19669	12000	716	Redwood logs
19672	11000	4875	Redwood pyre logs
19701	4	186581	Jar of Darkness
19707	5	59365832	Amulet of eternal glory
19724	4	2638	Left eye patch
19727	4	9201	Double eye patch
19912	4	3948	Zombie head (Treasure Trails)
19915	4	2943	Cyclops head
19918	8	4159	Nunchaku
19921	8	161553	Ancient d'hide boots
19924	8	110547	Bandos d'hide boots
19927	8	108709	Guthix d'hide boots
19930	8	282514	Armadyl d'hide boots
19933	8	121410	Saradomin d'hide boots
19936	8	168822	Zamorak d'hide boots
19943	4	5131	Arceuus scarf
19946	4	6499	Hosidius scarf
19949	4	5303	Lovakengj scarf
19952	4	27492	Piscarilius scarf
19955	4	5263	Shayzien scarf
19958	4	1177851	Dark tuxedo jacket
19961	4	354819	Dark tuxedo cuffs
19964	4	768241	Dark trousers
19967	4	452762	Dark tuxedo shoes
19970	4	419983	Dark bow tie
19973	4	979444	Light tuxedo jacket
19976	4	320000	Light tuxedo cuffs
19979	4	357999	Light trousers
19982	4	519901	Light tuxedo shoes
19985	4	188203	Light bow tie
19988	125	22298	Blacksmith's helm
19991	4	15020	Bucket helm
19994	8	208217	Ranger gloves
19997	4	841668	Holy wraps
20002	4	121542	Dragon scimitar ornament kit
20005	4	6629798	Ring of nature
20008	4	4476	Fancy tiara
20011	40	2147483647	3rd Age axe
20014	40	2147483647	3rd Age pickaxe
20017	4	11200309	Ring of coins
20020	4	2727	Lesser demon mask
20023	4	2998	Greater demon mask
20026	4	31907	Black demon mask
20029	4	13363	Old demon mask
20032	4	12613	Jungle demon mask
20035	70	30500	Samurai kasa
20038	70	52308	Samurai shirt
20041	70	27955	Samurai gloves
20044	70	17056	Samurai greaves
20047	70	13259	Samurai boots
20050	70	370000	Obsidian cape (r)
20053	4	18389	Half moon spectacles
20056	4	169888	Ale of the gods
20059	4	2563865	Bucket helm (g)
20062	4	51050	Torture ornament kit
20065	4	2596531	Occult ornament kit
20068	4	85788	Armadyl godsword ornament kit
20071	4	2760903	Bandos godsword ornament kit
20074	4	5907278	Saradomin godsword ornament kit
20077	4	214353	Zamorak godsword ornament kit
20080	4	776132	Mummy's head
20083	4	1122000	Mummy's body
20086	4	341338	Mummy's hands
20089	4	779310	Mummy's legs
20092	4	405061	Mummy's feet
20095	4	8261997	Ankou mask
20098	4	13575534	Ankou top
20101	4	2218510	Ankou gloves
20104	4	6425739	Ankou's leggings
20107	4	2133096	Ankou socks
20110	4	33163	Bowl wig
20113	4	1921	Arceuus hood
20116	4	1341	Hosidius hood
20119	4	2199	Lovakengj hood
20122	4	3588	Piscarilius hood
20125	4	1000	Shayzien hood
20128	70	7051	Hood of darkness
20131	70	76731	Robe top of darkness
20134	70	5325	Gloves of darkness
20137	70	49000	Robe bottom of darkness
20140	70	5321	Boots of darkness
20143	4	19490	Dragon defender ornament kit
20146	70	1366531	Gilded med helm
20149	70	1981738	Gilded chainbody
20152	70	1091537	Gilded sq shield
20155	70	4050718	Gilded 2h sword
20158	70	775124	Gilded spear
20161	70	702063	Gilded hasta
20166	125	63312	Wooden shield (g)
20169	125	16910	Steel platebody (g)
20172	125	5389	Steel platelegs (g)
20175	125	2564	Steel plateskirt (g)
20178	125	10092	Steel full helm (g)
20181	125	3000	Steel kiteshield (g)
20184	125	11266	Steel platebody (t)
20187	125	39500	Steel platelegs (t)
20190	125	2546	Steel plateskirt (t)
20193	125	11500	Steel full helm (t)
20196	125	11930	Steel kiteshield (t)
20199	4	4093615	Monk's robe top (g)
20202	4	1069892	Monk's robe (g)
20205	4	378195	Golden chef's hat
20208	4	196741	Golden apron
20211	4	2780494	Team cape zero
20214	4	1203261	Team cape x
20217	4	1120683	Team cape i
20220	5	1108	Holy blessing
20223	5	9340	Unholy blessing
20226	5	2765	Peaceful blessing
20229	5	5874	Honourable blessing
20232	5	8755	War blessing
20235	5	2091	Ancient blessing
20238	10000	170	Charge dragonstone jewellery scroll
20240	4	2368	Crier coat
20243	4	3569	Crier bell
20246	4	3256	Black leprechaun hat
20251	4	1534	Arceuus banner
20254	4	977	Hosidius banner
20257	4	1519	Lovakengj banner
20260	4	9187	Piscarilius banner
20263	4	454	Shayzien banner
20266	4	12014	Black unicorn mask
20269	4	51956	White unicorn mask
20272	125	4059	Cabbage round shield
20275	40	2902	Gnomish firelighter
20376	8	46031	Steel trimmed set (lg)
20379	8	47442	Steel trimmed set (sk)
20382	8	52437	Steel gold-trimmed set (lg)
20385	8	70531	Steel gold-trimmed set (sk)
20433	4	171613	Evil chicken feet
20436	4	92441	Evil chicken wings
20439	4	147328	Evil chicken head
20442	4	224832	Evil chicken legs
20517	8	280827	Elder chaos top
20520	8	248588	Elder chaos robe
20590	5	615842	Stale baguette
20595	8	268067	Elder chaos hood
20716	15	1938447	Tome of Fire (empty)
20718	11000	8096	Burnt page
20724	8	73104534	Imbued heart
20727	70	70119	Leaf-bladed battleaxe
20730	8	35154	Mist battlestaff
20733	8	60808	Mystic mist staff
20736	8	8674	Dust battlestaff
20739	8	37550	Mystic dust staff
20749	11000	1772	Zamorak's grapes
20756	125	1109000	Hill giant club
20849	11000	322	Dragon thrownaxe
20997	8	1391050660	Twisted bow
21000	8	12017074	Twisted buckler
21003	8	93379620	Elder maul
21006	8	57027835	Kodai wand
21009	70	79771	Dragon sword
21012	8	29440053	Dragon hunter crossbow
21015	8	11942846	Dinh's bulwark
21018	8	47048222	Ancestral hat
21021	8	96337500	Ancestral robe top
21024	8	68230529	Ancestral robe bottom
21028	5	2149752	Dragon harpoon
21034	5	15727999	Dexterous prayer scroll
21043	8	47975012	Kodai insignia
21047	5	47750	Torn prayer scroll
21049	5	213625000	Ancestral robes set
21079	5	5176838	Arcane prayer scroll
21081	10000	804	Opal ring
21084	10000	682	Jade ring
21087	10000	1028	Topaz ring
21090	10000	1021	Opal necklace
21093	10000	819	Jade necklace
21096	10000	1126	Topaz necklace
21099	10000	385	Opal amulet (u)
21102	10000	1095	Jade amulet (u)
21105	10000	1885	Topaz amulet (u)
21108	10000	303	Opal amulet
21111	10000	1455	Jade amulet
21114	10000	2198	Topaz amulet
21117	10000	559	Opal bracelet
21120	10000	601	Jade bracelet
21123	10000	2300	Topaz bracelet
21126	100	1647	Ring of pursuit
21129	10000	1597	Ring of returning(5)
21140	15000	1790	Efaritay's aid
21143	10000	1496	Dodgy necklace
21146	10000	1052	Necklace of passage(5)
21157	10000	504	Necklace of faith
21160	10000	689	Amulet of bounty
21163	15000	1824	Amulet of chemistry
21166	10000	2344	Burning amulet(5)
21177	15000	1048	Expeditious bracelet
21180	10000	1071	Flamtaer bracelet
21183	15000	2504	Bracelet of slaughter
21202	50	470632	Lava staff upgrade kit
21257	500	1107	Slayer's enchantment
21270	8	9621153	Eternal gem
21279	5	2836186	Obsidian armour set
21298	70	709813	Obsidian helmet
21301	70	1139581	Obsidian platebody
21304	70	915096	Obsidian platelegs
21316	11000	205	Amethyst broad bolts
21318	11000	244	Amethyst javelin
21320	7000	375	Amethyst javelin(p)
21322	7000	1070	Amethyst javelin(p+)
21324	7000	723	Amethyst javelin(p++)
21326	11000	126	Amethyst arrow
21332	11000	287	Amethyst arrow(p)
21334	11000	399	Amethyst arrow(p+)
21336	11000	706	Amethyst arrow(p++)
21338	11000	156	Amethyst bolt tips
21347	13000	2866	Amethyst
21350	10000	187	Amethyst arrowtips
21352	10000	538	Amethyst javelin tips
21387	100	62315	Master scroll book (empty)
21477	200	293	Teak sapling
21480	200	403	Mahogany sapling
21483	2000	499	Ultracompost
21486	200	62	Teak seed
21488	200	277	Mahogany seed
21490	600	190	Seaweed spore
21504	11000	66	Giant seaweed
21512	250	302	Bird house
21515	250	304	Oak bird house
21518	250	1223	Willow bird house
21521	250	1072	Teak bird house
21543	13000	94	Calcite
21545	13000	152	Pyrophosphite
21555	30000	35	Numulite
21622	13000	143	Volcanic ash
